Age,Height,Weight,Sex,Year,Season,City,Sport,Medal,AOS,AOE
18,169,70,M,1996,Summer,Atlanta,Athletics,Thanks,1,2
22,169,70,M,2000,Summer,Sydney,Athletics,Thanks,1,2
25,168,69,M,1964,Summer,Tokyo,Football,Thanks,1,1
27,179,73,M,1992,Summer,Barcelona,Athletics,Thanks,1,1
31,179,73,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
23,172,63,F,1992,Summer,Barcelona,Athletics,Thanks,1,1
27,172,63,F,1996,Summer,Atlanta,Athletics,Thanks,1,1
23,169,61,M,1992,Summer,Barcelona,Athletics,Thanks,1,1
27,169,61,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
31,169,61,M,2000,Summer,Sydney,Athletics,Thanks,1,1
21,188,73,M,1964,Summer,Tokyo,Basketball,Thanks,1,1
24,172,67,F,2000,Summer,Sydney,Volleyball,Thanks,1,1
28,172,67,F,2004,Summer,Athina,Volleyball,Thanks,1,1
32,172,67,F,2008,Summer,Beijing,Volleyball,Silver,1,1
27,155,57,F,2008,Summer,Beijing,Badminton,Thanks,1,1
28,168,68,M,1984,Summer,Los Angeles,Shooting,Thanks,1,1
21,160,50,F,2008,Summer,Beijing,Athletics,Thanks,1,1
25,160,50,F,2012,Summer,London,Athletics,Thanks,1,1
28,167,60,M,2004,Summer,Athina,Judo,Thanks,1,1
32,167,60,M,2008,Summer,Beijing,Judo,Thanks,1,1
20,160,54,M,1980,Summer,Moskva,Boxing,Thanks,1,1
25,165,51,F,1964,Summer,Tokyo,Athletics,Thanks,1,1
25,170,63,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
32,178,69,M,1920,Summer,Antwerpen,Athletics,Thanks,1,1
23,175,73,M,1972,Winter,Sapporo,Ice Hockey,Silver,1,1
22,170,57,M,1908,Summer,London,Athletics,Thanks,1,4
48,174,68,M,1948,Summer,London,Equestrianism,Thanks,1,2
23,183,73,M,1984,Winter,Sarajevo,Nordic Combined,Thanks,1,1
24,196,72,M,1964,Summer,Tokyo,Athletics,Thanks,1,3
28,196,72,M,1968,Summer,Mexico City,Athletics,Thanks,1,3
32,196,72,M,1972,Summer,Munich,Athletics,Thanks,1,3
29,175,69,M,1992,Summer,Barcelona,Cycling,Thanks,1,1
22,172,63,M,1992,Summer,Barcelona,Boxing,Thanks,1,1
19,188,84,M,1964,Summer,Tokyo,Boxing,Thanks,1,1
23,188,84,M,1968,Summer,Mexico City,Boxing,Thanks,1,1
21,177,74,M,1996,Summer,Atlanta,Football,Thanks,1,1
25,185,84,M,1948,Summer,London,Water Polo,Thanks,1,1
23,174,69,M,1936,Summer,Berlin,Athletics,Thanks,1,2
21,168,69,M,1932,Summer,Los Angeles,Boxing,Bronze,1,2
25,168,69,M,1936,Summer,Berlin,Boxing,Thanks,1,2
25,175,63,M,1972,Summer,Munich,Football,Thanks,1,1
19,185,82,M,1912,Summer,Stockholm,Rowing,Thanks,1,1
24,179,78,M,1972,Winter,Sapporo,Ice Hockey,Thanks,1,1
32,179,78,M,1980,Winter,Lake Placid,Ice Hockey,Bronze,1,1
71,175,76,M,1948,Summer,London,Art Competitions,Thanks,1,1
24,182,67,M,1948,Summer,London,Athletics,Thanks,1,1
29,183,82,M,1936,Summer,Berlin,Handball,Thanks,1,1
23,177,75,F,1998,Winter,Nagano,Ice Hockey,Thanks,1,1
27,177,75,F,2002,Winter,Salt Lake City,Ice Hockey,Bronze,1,1
44,175,72,M,1924,Winter,Chamonix,Curling,Silver,1,1
24,182,90,M,1984,Winter,Sarajevo,Ice Hockey,Bronze,1,1
25,179,81,M,1968,Summer,Mexico City,Rowing,Thanks,1,1
27,181,80,M,1968,Summer,Mexico City,Rowing,Thanks,1,1
18,187,68,F,1972,Summer,Munich,Athletics,Thanks,1,1
21,187,68,F,1976,Summer,Montreal,Athletics,Thanks,1,1
26,172,72,M,1924,Summer,Paris,Wrestling,Silver,1,1
30,172,72,M,1928,Summer,Amsterdam,Wrestling,Thanks,1,1
24,158,56,M,1912,Summer,Stockholm,Athletics,Thanks,1,1
24,172,72,M,1912,Summer,Stockholm,Wrestling,Silver,1,2
32,172,72,M,1920,Summer,Antwerpen,Wrestling,Thanks,1,2
23,178,70,F,1948,Summer,London,Swimming,Thanks,1,2
19,185,82,M,1948,Summer,London,Rowing,Gold,1,1
25,190,80,M,1992,Summer,Barcelona,Fencing,Thanks,1,1
21,172,63,M,1948,Summer,London,Boxing,Thanks,1,1
48,185,78,M,1964,Summer,Tokyo,Shooting,Thanks,1,1
20,175,69,F,2008,Summer,Beijing,Handball,Thanks,1,1
24,175,69,F,2012,Summer,London,Handball,Thanks,1,1
26,176,67,M,1906,Summer,Athina,Athletics,Thanks,1,6
29,189,80,M,2004,Summer,Athina,Equestrianism,Thanks,1,2
33,189,80,M,2008,Summer,Beijing,Equestrianism,Thanks,1,2
37,189,80,M,2012,Summer,London,Equestrianism,Thanks,1,2
41,189,80,M,2016,Summer,Rio de Janeiro,Equestrianism,Thanks,1,2
20,178,72,F,1928,Summer,Amsterdam,Fencing,Thanks,1,1
24,173,71,F,1952,Winter,Oslo,Alpine Skiing,Thanks,1,2
25,172,63,M,1932,Summer,Los Angeles,Boxing,Silver,1,1
33,186,78,M,1964,Summer,Tokyo,Rowing,Thanks,1,1
26,182,75,M,1984,Summer,Los Angeles,Football,Thanks,1,1
23,176,67,F,1928,Summer,Amsterdam,Athletics,Thanks,1,1
27,180,72,M,1952,Summer,Helsinki,Rowing,Thanks,1,1
31,175,71,M,1952,Summer,Helsinki,Football,Bronze,1,1
26,176,67,M,1956,Summer,Melbourne,Athletics,Thanks,1,2
25,179,69,M,1980,Summer,Moskva,Equestrianism,Thanks,1,2
25,172,72,M,1948,Summer,London,Wrestling,Thanks,1,2
21,175,65,M,1988,Summer,Seoul,Athletics,Thanks,1,1
22,177,70,M,1984,Summer,Los Angeles,Football,Thanks,1,1
30,177,63,M,1972,Summer,Munich,Hockey,Thanks,1,1
23,178,60,M,2000,Summer,Sydney,Athletics,Thanks,1,1
23,178,73,M,2012,Summer,London,Football,Thanks,1,1
19,175,67,M,1976,Summer,Montreal,Athletics,Thanks,1,2
25,179,72,M,2012,Summer,London,Badminton,Thanks,1,1
29,179,72,M,2016,Summer,Rio de Janeiro,Badminton,Gold,1,1
23,165,64,M,2000,Summer,Sydney,Hockey,Thanks,1,1
27,165,64,M,2004,Summer,Athina,Hockey,Thanks,1,1
35,165,64,M,2012,Summer,London,Hockey,Thanks,1,1
21,146,57,M,1976,Summer,Montreal,Cycling,Thanks,1,1
30,160,62,F,2012,Summer,London,Shooting,Thanks,1,2
34,160,62,F,2016,Summer,Rio de Janeiro,Shooting,Thanks,1,2
23,176,64,M,1948,Summer,London,Athletics,Thanks,1,2
27,176,64,M,1952,Summer,Helsinki,Athletics,Thanks,1,2
30,190,88,M,1996,Summer,Atlanta,Beach Volleyball,Thanks,1,1
34,190,88,M,2000,Summer,Sydney,Beach Volleyball,Bronze,1,1
22,172,52,F,1992,Summer,Barcelona,Swimming,Gold,1,3
24,198,72,M,2008,Summer,Beijing,Volleyball,Thanks,1,1
24,202,90,M,2008,Summer,Beijing,Volleyball,Thanks,1,1
25,175,55,M,1984,Summer,Los Angeles,Athletics,Thanks,1,1
26,181,73,M,1988,Summer,Seoul,Athletics,Thanks,1,2
26,174,70,M,2004,Summer,Athina,Hockey,Thanks,1,1
20,173,69,M,1992,Summer,Barcelona,Hockey,Bronze,1,1
28,170,69,M,1980,Summer,Moskva,Football,Thanks,1,1
20,189,91,M,2000,Summer,Sydney,Rowing,Thanks,1,1
21,162,62,M,1968,Summer,Mexico City,Hockey,Gold,1,1
23,169,65,M,2012,Summer,London,Athletics,Thanks,1,1
25,171,67,M,1960,Summer,Roma,Hockey,Gold,1,1
17,150,63,F,2016,Summer,Rio de Janeiro,Weightlifting,Thanks,1,1
23,173,69,M,2012,Summer,London,Hockey,Thanks,1,1
23,192,68,M,2016,Summer,Rio de Janeiro,Taekwondo,Thanks,1,1
23,184,75,M,1980,Summer,Moskva,Football,Thanks,1,1
25,190,85,M,1948,Summer,London,Basketball,Thanks,1,1
24,175,71,M,1988,Summer,Seoul,Football,Thanks,1,1
23,176,72,F,2008,Summer,Beijing,Rowing,Thanks,1,1
23,175,71,M,1956,Summer,Melbourne,Football,Thanks,1,1
21,170,62,M,1984,Summer,Los Angeles,Hockey,Gold,1,1
25,170,62,M,1988,Summer,Seoul,Hockey,Thanks,1,1
28,184,82,M,2004,Summer,Athina,Water Polo,Thanks,1,1
20,169,75,M,1988,Summer,Seoul,Hockey,Thanks,1,1
24,169,75,M,1992,Summer,Barcelona,Hockey,Bronze,1,1
28,169,75,M,1996,Summer,Atlanta,Hockey,Thanks,1,1
25,173,69,M,1948,Summer,London,Hockey,Thanks,1,1
23,170,61,M,2000,Summer,Sydney,Swimming,Thanks,1,1
21,182,56,M,2012,Summer,London,Athletics,Thanks,1,2
25,182,56,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,2
26,177,74,M,2000,Summer,Sydney,Hockey,Thanks,1,1
34,178,79,M,2004,Summer,Athina,Swimming,Thanks,1,1
28,170,70,M,1984,Summer,Los Angeles,Hockey,Gold,1,1
27,173,61,M,1960,Summer,Roma,Hockey,Gold,1,1
23,165,65,M,2008,Summer,Beijing,Hockey,Thanks,1,1
29,168,98,M,1996,Summer,Atlanta,Weightlifting,Thanks,1,1
27,150,70,M,1968,Summer,Mexico City,Hockey,Gold,1,1
30,150,70,M,1972,Summer,Munich,Hockey,Silver,1,1
20,170,57,F,2016,Summer,Rio de Janeiro,Synchronized Swimming,Thanks,1,2
20,175,61,M,1988,Summer,Seoul,Hockey,Thanks,1,1
23,175,61,M,1992,Summer,Barcelona,Hockey,Bronze,1,1
27,175,61,M,1996,Summer,Atlanta,Hockey,Thanks,1,1
21,173,69,M,1992,Summer,Barcelona,Hockey,Thanks,1,1
18,150,42,F,2000,Summer,Sydney,Athletics,Thanks,1,1
21,174,73,M,2012,Summer,London,Football,Thanks,1,1
25,174,57,M,2004,Summer,Athina,Boxing,Thanks,1,1
23,170,53,F,2008,Summer,Beijing,Athletics,Thanks,1,1
20,175,65,M,1988,Summer,Seoul,Athletics,Thanks,1,1
21,176,67,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
18,178,70,M,1992,Winter,Albertville,Cross Country Skiing,Thanks,1,4
20,178,70,M,1994,Winter,Lillehammer,Cross Country Skiing,Thanks,1,4
24,178,70,M,1998,Winter,Nagano,Cross Country Skiing,Thanks,1,4
22,174,77,M,1984,Winter,Sarajevo,Ice Hockey,Thanks,1,1
26,179,74,M,1912,Summer,Stockholm,Sailing,Bronze,1,1
23,167,60,M,1928,Summer,Amsterdam,Diving,Thanks,1,1
29,186,91,M,1980,Summer,Moskva,Athletics,Thanks,1,1
26,181,82,M,1960,Summer,Roma,Boxing,Thanks,1,1
20,180,63,M,1912,Summer,Stockholm,Athletics,Thanks,1,2
25,176,67,M,1980,Summer,Moskva,Athletics,Thanks,1,2
24,174,70,M,1968,Summer,Mexico City,Modern Pentathlon,Thanks,1,2
27,174,68,M,1960,Summer,Roma,Boxing,Thanks,1,1
24,178,82,M,1976,Winter,Innsbruck,Ice Hockey,Thanks,1,1
18,189,116,M,1988,Summer,Seoul,Wrestling,Thanks,1,2
22,189,116,M,1992,Summer,Barcelona,Wrestling,Thanks,1,2
26,189,116,M,1996,Summer,Atlanta,Wrestling,Thanks,1,2
34,189,116,M,2004,Summer,Athina,Wrestling,Thanks,1,2
21,174,65,M,1992,Summer,Barcelona,Athletics,Thanks,1,1
16,184,66,M,1994,Winter,Lillehammer,Ski Jumping,Thanks,1,3
20,184,66,M,1998,Winter,Nagano,Ski Jumping,Thanks,1,3
24,184,66,M,2002,Winter,Salt Lake City,Ski Jumping,Thanks,1,3
28,184,66,M,2006,Winter,Torino,Ski Jumping,Thanks,1,3
32,184,66,M,2010,Winter,Vancouver,Ski Jumping,Thanks,1,3
36,184,66,M,2014,Winter,Sochi,Ski Jumping,Thanks,1,3
28,197,96,M,1972,Summer,Munich,Rowing,Thanks,1,2
32,197,96,M,1976,Summer,Montreal,Rowing,Thanks,1,2
31,173,61,F,2002,Winter,Salt Lake City,Ice Hockey,Thanks,1,1
21,178,71,F,2012,Summer,London,Athletics,Thanks,1,1
24,165,58,F,2012,Summer,London,Athletics,Thanks,1,2
28,165,58,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,2
24,180,77,M,1972,Summer,Munich,Handball,Thanks,1,1
27,174,81,M,1960,Summer,Roma,Athletics,Thanks,1,1
30,169,66,M,1964,Summer,Tokyo,Sailing,Silver,1,1
23,178,85,F,1976,Summer,Montreal,Rowing,Gold,1,1
24,195,97,M,2000,Summer,Sydney,Rowing,Thanks,1,1
28,195,97,M,2004,Summer,Athina,Rowing,Gold,1,1
27,169,60,F,2008,Summer,Beijing,Shooting,Thanks,1,1
31,169,60,F,2012,Summer,London,Shooting,Thanks,1,1
35,169,60,F,2016,Summer,Rio de Janeiro,Shooting,Thanks,1,1
25,190,85,M,1948,Summer,London,Basketball,Thanks,1,1
23,176,70,F,1956,Summer,Melbourne,Athletics,Silver,1,1
27,176,70,F,1960,Summer,Roma,Athletics,Thanks,1,1
23,178,70,M,2000,Summer,Sydney,Diving,Thanks,1,1
16,163,50,M,1964,Summer,Tokyo,Rowing,Silver,1,1
36,182,90,M,1952,Winter,Oslo,Bobsleigh,Thanks,1,1
40,182,90,M,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Thanks,1,1
24,173,72,M,2012,Summer,London,Badminton,Thanks,1,1
28,173,72,M,2016,Summer,Rio de Janeiro,Badminton,Thanks,1,1
21,168,113,M,1992,Summer,Barcelona,Weightlifting,Thanks,1,1
18,163,58,F,2016,Summer,Rio de Janeiro,Trampolining,Thanks,1,1
25,172,63,M,1956,Summer,Melbourne,Boxing,Thanks,1,1
24,162,54,F,2006,Winter,Torino,Alpine Skiing,Thanks,1,2
28,178,72,M,1948,Summer,London,Fencing,Thanks,1,1
24,175,71,M,1984,Summer,Los Angeles,Football,Thanks,1,1
24,175,67,M,1924,Summer,Paris,Athletics,Thanks,1,2
25,176,67,M,1956,Summer,Melbourne,Athletics,Thanks,1,2
20,187,76,M,2008,Summer,Beijing,Sailing,Thanks,1,1
24,187,76,M,2012,Summer,London,Sailing,Thanks,1,1
31,187,103,M,1960,Summer,Roma,Wrestling,Thanks,1,1
20,160,64,F,2012,Summer,London,Athletics,Thanks,1,3
24,160,64,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,3
25,160,62,M,2004,Summer,Athina,Wrestling,Thanks,1,1
14,168,54,F,2016,Summer,Rio de Janeiro,Swimming,Thanks,1,2
27,178,83,M,2016,Summer,Rio de Janeiro,Rugby Sevens,Thanks,1,1
26,192,102,M,2012,Summer,London,Water Polo,Silver,1,1
30,192,102,M,2016,Summer,Rio de Janeiro,Water Polo,Bronze,1,1
22,165,60,F,1996,Summer,Atlanta,Hockey,Thanks,1,1
26,165,60,F,2000,Summer,Sydney,Hockey,Silver,1,1
30,165,60,F,2004,Summer,Athina,Hockey,Bronze,1,1
34,165,60,F,2008,Summer,Beijing,Hockey,Bronze,1,1
23,185,73,M,2004,Summer,Athina,Rowing,Thanks,1,1
24,182,90,M,1936,Winter,Garmisch-Partenkirchen,Bobsleigh,Silver,1,1
30,180,78,M,1968,Summer,Mexico City,Hockey,Thanks,1,1
20,185,82,M,1948,Summer,London,Rowing,Thanks,1,1
22,197,91,M,2016,Summer,Rio de Janeiro,Rowing,Thanks,1,1
21,175,71,M,1964,Summer,Tokyo,Rowing,Thanks,1,1
24,177,70,M,1992,Summer,Barcelona,Athletics,Thanks,1,1
28,177,70,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
24,176,67,M,1912,Summer,Stockholm,Athletics,Thanks,1,1
26,172,65,M,1980,Summer,Moskva,Athletics,Thanks,1,2
30,172,65,M,1984,Summer,Los Angeles,Athletics,Thanks,1,2
29,177,60,F,2012,Summer,London,Athletics,Thanks,1,1
33,177,60,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
27,172,74,F,2016,Summer,Rio de Janeiro,Water Polo,Silver,1,1
22,176,76,M,1984,Summer,Los Angeles,Rowing,Thanks,1,1
32,168,107,M,1924,Summer,Paris,Weightlifting,Silver,1,1
23,183,75,M,2012,Summer,London,Canoeing,Bronze,1,1
27,183,75,M,2016,Summer,Rio de Janeiro,Canoeing,Thanks,1,1
21,172,67,F,1964,Summer,Tokyo,Athletics,Thanks,1,3
25,172,67,F,1968,Summer,Mexico City,Athletics,Thanks,1,3
21,154,53,M,1956,Summer,Melbourne,Gymnastics,Thanks,1,8
25,154,53,M,1960,Summer,Roma,Gymnastics,Thanks,1,8
22,176,67,M,1936,Summer,Berlin,Athletics,Thanks,1,2
21,156,55,M,1992,Summer,Barcelona,Gymnastics,Thanks,1,8
24,166,63,F,1988,Winter,Calgary,Alpine Skiing,Thanks,1,2
28,183,85,M,2004,Summer,Athina,Baseball,Bronze,1,1
27,180,87,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
23,185,82,M,1956,Summer,Melbourne,Rowing,Bronze,1,1
28,169,61,F,2000,Summer,Sydney,Softball,Thanks,1,1
25,178,68,M,1992,Summer,Barcelona,Athletics,Thanks,1,1
29,178,68,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
24,176,70,M,1948,Summer,London,Cycling,Thanks,1,1
23,170,70,M,1964,Summer,Tokyo,Cycling,Thanks,1,1
25,190,85,M,1956,Summer,Melbourne,Basketball,Thanks,1,1
25,183,86,M,1998,Winter,Nagano,Ice Hockey,Thanks,1,1
29,183,86,M,2002,Winter,Salt Lake City,Ice Hockey,Thanks,1,1
24,170,72,M,1964,Winter,Innsbruck,Ski Jumping,Thanks,1,2
28,170,72,M,1968,Winter,Grenoble,Ski Jumping,Thanks,1,2
25,175,58,M,2000,Summer,Sydney,Wrestling,Thanks,1,1
19,183,90,M,1996,Summer,Atlanta,Sailing,Silver,1,3
23,183,90,M,2000,Summer,Sydney,Sailing,Gold,1,3
27,183,90,M,2004,Summer,Athina,Sailing,Gold,1,3
31,183,90,M,2008,Summer,Beijing,Sailing,Gold,1,3
35,183,90,M,2012,Summer,London,Sailing,Gold,1,3
26,190,89,M,1992,Summer,Barcelona,Sailing,Thanks,1,1
30,190,89,M,1996,Summer,Atlanta,Sailing,Thanks,1,1
35,190,89,M,2000,Summer,Sydney,Sailing,Thanks,1,1
22,187,84,M,2000,Summer,Sydney,Baseball,Gold,1,1
24,170,61,F,2010,Winter,Vancouver,Freestyle Skiing,Thanks,1,1
27,173,68,F,2016,Summer,Rio de Janeiro,Sailing,Thanks,1,1
25,176,67,M,1920,Summer,Antwerpen,Athletics,Thanks,1,2
18,166,59,F,1980,Summer,Moskva,Swimming,Thanks,1,2
22,164,58,F,1948,Summer,London,Gymnastics,Thanks,1,1
19,188,70,M,1988,Summer,Seoul,Football,Thanks,1,1
24,188,96,M,1976,Summer,Montreal,Judo,Thanks,1,2
24,182,90,M,1948,Winter,Sankt Moritz,Bobsleigh,Thanks,1,1
26,182,90,M,1948,Winter,Sankt Moritz,Bobsleigh,Thanks,1,1
45,175,76,F,1928,Summer,Amsterdam,Art Competitions,Thanks,1,2
50,175,76,F,1932,Summer,Los Angeles,Art Competitions,Thanks,1,2
24,175,60,M,2000,Summer,Sydney,Athletics,Thanks,1,2
28,175,60,M,2004,Summer,Athina,Athletics,Thanks,1,2
26,185,85,M,1960,Summer,Roma,Sailing,Thanks,1,1
30,185,85,M,1964,Summer,Tokyo,Sailing,Thanks,1,1
34,185,85,M,1968,Summer,Mexico City,Sailing,Bronze,1,1
24,175,61,M,2004,Summer,Athina,Athletics,Thanks,1,1
19,184,80,F,2008,Summer,Beijing,Volleyball,Thanks,1,1
23,184,80,F,2012,Summer,London,Volleyball,Thanks,1,1
28,173,68,F,2016,Summer,Rio de Janeiro,Rowing,Thanks,1,1
23,190,76,M,2016,Summer,Rio de Janeiro,Football,Thanks,1,1
28,164,54,M,2004,Summer,Athina,Boxing,Thanks,1,1
23,180,70,M,2008,Summer,Beijing,Rowing,Thanks,1,1
23,180,66,M,2016,Summer,Rio de Janeiro,Cycling,Thanks,1,1
26,178,69,M,2004,Summer,Athina,Boxing,Thanks,1,1
22,166,52,F,2000,Summer,Sydney,Athletics,Thanks,1,1
26,166,52,F,2004,Summer,Athina,Athletics,Thanks,1,1
24,163,48,F,2004,Summer,Athina,Athletics,Thanks,1,1
21,182,79,M,1988,Summer,Seoul,Handball,Thanks,1,1
19,173,71,M,1984,Winter,Sarajevo,Alpine Skiing,Thanks,1,2
23,173,71,M,1988,Winter,Calgary,Alpine Skiing,Thanks,1,2
23,191,75,M,2012,Summer,London,Wrestling,Thanks,1,1
27,191,75,M,2016,Summer,Rio de Janeiro,Wrestling,Thanks,1,1
26,167,65,M,2016,Summer,Rio de Janeiro,Gymnastics,Thanks,1,2
25,158,50,F,2004,Summer,Athina,Athletics,Thanks,1,3
29,158,50,F,2008,Summer,Beijing,Athletics,Thanks,1,3
33,158,50,F,2012,Summer,London,Athletics,Thanks,1,3
37,158,50,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,3
17,173,71,M,1984,Winter,Sarajevo,Alpine Skiing,Thanks,1,3
25,173,71,M,1992,Winter,Albertville,Alpine Skiing,Thanks,1,3
23,170,65,F,2000,Summer,Sydney,Volleyball,Thanks,1,1
27,190,85,M,1936,Summer,Berlin,Basketball,Silver,1,1
30,180,70,F,1912,Summer,Stockholm,Tennis,Silver,1,2
29,175,71,M,1948,Summer,London,Football,Thanks,1,1
23,175,71,M,1928,Summer,Amsterdam,Football,Thanks,1,1
21,173,65,M,1992,Summer,Barcelona,Cycling,Silver,1,2
25,173,65,M,1996,Summer,Atlanta,Cycling,Bronze,1,2
29,173,65,M,2000,Summer,Sydney,Cycling,Thanks,1,2
20,167,55,F,2004,Summer,Athina,Swimming,Thanks,1,1
24,167,55,F,2008,Summer,Beijing,Swimming,Thanks,1,1
50,175,76,M,1928,Summer,Amsterdam,Art Competitions,Thanks,1,1
19,176,67,M,1908,Summer,London,Athletics,Thanks,1,1
20,175,76,M,1900,Summer,Paris,Rugby,Gold,1,1
21,177,58,F,2004,Summer,Athina,Athletics,Thanks,1,1
25,177,58,F,2008,Summer,Beijing,Athletics,Thanks,1,1
27,177,88,M,2000,Summer,Sydney,Shooting,Thanks,1,3
31,177,88,M,2004,Summer,Athina,Shooting,Thanks,1,3
35,177,88,M,2008,Summer,Beijing,Shooting,Thanks,1,3
39,177,88,M,2012,Summer,London,Shooting,Thanks,1,3
17,170,79,M,2000,Summer,Sydney,Football,Thanks,1,1
18,169,63,M,1980,Winter,Lake Placid,Ski Jumping,Thanks,1,2
21,176,67,M,1928,Summer,Amsterdam,Athletics,Thanks,1,3
27,180,67,F,1988,Summer,Seoul,Swimming,Thanks,1,4
19,181,82,M,1960,Summer,Roma,Basketball,Thanks,1,1
17,167,45,F,2000,Summer,Sydney,Rhythmic Gymnastics,Bronze,1,1
23,176,67,M,1952,Summer,Helsinki,Athletics,Thanks,1,3
27,176,67,M,1956,Summer,Melbourne,Athletics,Thanks,1,3
22,190,63,M,2016,Summer,Rio de Janeiro,Boxing,Thanks,1,1
29,168,105,M,1992,Summer,Barcelona,Weightlifting,Thanks,1,1
17,163,69,F,2004,Summer,Athina,Weightlifting,Thanks,1,1
20,172,79,M,2016,Summer,Rio de Janeiro,Football,Bronze,1,1
23,164,57,F,2000,Summer,Sydney,Football,Thanks,1,1
26,190,80,M,2016,Summer,Rio de Janeiro,Football,Thanks,1,1
27,175,93,M,1992,Summer,Barcelona,Baseball,Gold,1,1
31,175,93,M,1996,Summer,Atlanta,Baseball,Gold,1,1
35,175,93,M,2000,Summer,Sydney,Baseball,Silver,1,1
19,170,67,M,2000,Summer,Sydney,Boxing,Thanks,1,1
23,185,75,M,2008,Summer,Beijing,Football,Silver,1,1
19,172,91,M,1980,Summer,Moskva,Boxing,Thanks,1,1
23,172,91,M,1984,Summer,Los Angeles,Boxing,Thanks,1,1
26,175,90,M,1980,Summer,Moskva,Weightlifting,Thanks,1,2
30,175,90,M,1984,Summer,Los Angeles,Weightlifting,Thanks,1,2
25,170,56,F,2000,Summer,Sydney,Athletics,Thanks,1,1
29,170,56,F,2004,Summer,Athina,Athletics,Thanks,1,1
19,183,82,F,1992,Summer,Barcelona,Handball,Thanks,1,1
20,180,62,M,2016,Summer,Rio de Janeiro,Athletics,Bronze,1,1
20,165,63,M,2000,Summer,Sydney,Boxing,Thanks,1,1
20,155,57,F,2000,Summer,Sydney,Athletics,Thanks,1,1
24,164,57,F,1996,Summer,Atlanta,Athletics,Thanks,1,3
22,163,60,M,1988,Summer,Seoul,Wrestling,Thanks,1,1
24,180,96,M,2000,Summer,Sydney,Wrestling,Thanks,1,2
28,180,96,M,2004,Summer,Athina,Wrestling,Thanks,1,2
32,180,96,M,2008,Summer,Beijing,Wrestling,Thanks,1,2
28,158,43,F,2008,Summer,Beijing,Athletics,Thanks,1,2
17,187,58,M,1980,Summer,Moskva,Athletics,Thanks,1,3
25,185,81,M,1984,Summer,Los Angeles,Athletics,Thanks,1,3
29,185,81,M,1988,Summer,Seoul,Athletics,Thanks,1,3
33,185,81,M,1992,Summer,Barcelona,Athletics,Bronze,1,3
26,185,80,M,1980,Summer,Moskva,Handball,Thanks,1,1
29,165,59,F,1996,Summer,Atlanta,Canoeing,Thanks,1,1
23,176,67,M,1956,Summer,Melbourne,Athletics,Thanks,1,4
24,170,65,M,2000,Summer,Sydney,Baseball,Thanks,1,1
19,172,74,M,1984,Summer,Los Angeles,Wrestling,Silver,1,2
23,172,74,M,1988,Summer,Seoul,Wrestling,Thanks,1,2
27,172,74,M,1992,Summer,Barcelona,Wrestling,Bronze,1,2
22,166,60,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
23,162,56,M,1964,Summer,Tokyo,Cycling,Thanks,1,1
20,172,75,M,2012,Summer,London,Boxing,Thanks,1,1
20,170,64,F,1988,Summer,Seoul,Table Tennis,Thanks,1,2
23,172,72,M,1948,Summer,London,Wrestling,Gold,1,1
20,150,52,F,1972,Winter,Sapporo,Cross Country Skiing,Thanks,1,1
24,169,64,M,1992,Winter,Albertville,Short Track Speed Skating,Bronze,1,1
26,169,64,M,1994,Winter,Lillehammer,Short Track Speed Skating,Thanks,1,1
24,163,72,M,1984,Summer,Los Angeles,Hockey,Thanks,1,1
28,163,72,M,1988,Summer,Seoul,Hockey,Thanks,1,1
43,167,65,M,1984,Summer,Los Angeles,Shooting,Thanks,1,1
21,184,68,M,1996,Summer,Atlanta,Swimming,Thanks,1,2
22,194,81,M,1984,Summer,Los Angeles,Boxing,Thanks,1,1
25,180,77,M,1960,Winter,Squaw Valley,Ice Hockey,Thanks,1,1
23,178,58,M,2000,Summer,Sydney,Archery,Thanks,1,2
22,180,85,M,2004,Summer,Athina,Hockey,Thanks,1,1
26,180,85,M,2008,Summer,Beijing,Hockey,Thanks,1,1
19,172,58,M,2008,Summer,Beijing,Hockey,Thanks,1,1
29,178,75,M,1976,Summer,Montreal,Fencing,Thanks,1,3
24,170,72,M,1992,Summer,Barcelona,Wrestling,Thanks,1,1
28,172,73,M,2004,Summer,Athina,Judo,Thanks,1,1
25,172,72,M,1952,Summer,Helsinki,Wrestling,Thanks,1,1
25,172,72,M,1924,Summer,Paris,Wrestling,Thanks,1,1
25,167,57,M,1956,Summer,Melbourne,Wrestling,Bronze,1,2
25,167,57,M,1960,Summer,Roma,Wrestling,Thanks,1,2
25,167,57,M,1964,Summer,Tokyo,Wrestling,Silver,1,2
